# lattice-music genre authority map (genre_tidy.py)
# Format:  Artist<TAB>Genre<TAB>Second Genre<TAB>...   (tab-separated)
#   - Every genre on the line is ALLOWED for that artist; albums tagged
#     with any of them are left untouched.
#   - The FIRST genre is the fix target: `apply` retags any album whose
#     genre is NOT on the line to that first genre.
#   - `build` lists every genre an artist currently uses, so `apply`
#     changes nothing until you edit. To tidy, REMOVE a stray genre from a
#     line and its albums collapse to the first genre; reorder to retarget.
#   - Leave only the artist (no genres) to skip that artist entirely.
#   - Lines starting with # are comments.

sueter7	Indie Rock
Sufjan Stevens	Indie Folk
Sun Kil Moon	Indie Folk
Sunny Day Real Estate	Emo
Surf Gang	Soundcloud Rap
Sus	Drill
SVDDEN DEATH	Dubstep
Swaggerboyz	Plugg
Swans	Post-Rock
Swollen Members	Boom Bap
System of a Down	Nu Metal
T.I.	Southern Rap
Taking Back Sunday	Emo
Takt32	Non-English Rap
Talk Talk	Art Rock
Taylor Swift	Pop
Teen Suicide	Indie Rock
teeway & M1llionz	Drill
Telefon Tel Aviv	IDM
Television	Rock
Teller Bank$	Hardcore Hip Hop
Tha God Fahim & Your Old Droog	Boom Bap
The Antlers	Indie Rock
The Armed	Metalcore
The Avalanches	Electronic
The Beach Boys	Art Rock
The Beatles	Rock
The Body	Experimental Doom	Metal
The Body & Full of Hell	Experimental Doom
The Bug	Dubstep
The Callous Daoboys	Metalcore
The Carolyn	Orgcore
The Clash	Punk Rock
The Cure	Post-Punk
The Dear Hunter	Indie Rock
The Devil Makes Three	Alternative Country
The Devil Wears Prada	Metalcore
The Diplomats	The Diplomats
The Dismemberment Plan	Indie Rock
The Distillers	Punk Rock
The Faint	Post-Punk
The Flat Stanleys	Emo
The Flat Stanleys & Tim Neil	Emo
The Flatliners	Orgcore
The Front Bottoms	Folk Punk
The Game	Gangsta Rap
The Gaslight Anthem	Orgcore
The Get Up Kids	Emo
The Glitch Mob	Glitch Hop
The Godfathers	Horrorcore
The Hotelier	Emo
The Jimi Hendrix Experience	Rock
The Lawrence Arms	Orgcore
The LOX	Hardcore Hip Hop
The Mars Volta	Post-Hardcore
The Menzingers	Orgcore
the Microphones	Slowcore
The Misfits	Punk Rock
The National	Indie Rock
The Notorious B.I.G.	Mafioso Rap
The Obsessives	Emo
The Offspring	Pop Punk	Punk Rock
The Offspring/The Offspring	Punk Rock
The Plot in You	Metalcore
The Postal Service	Indie Rock
The Prodigy	Electronic
The Republic of Wolves	Post-Hardcore
The Rolling Stones	Rock
The Roots	Jazz Rap
The Saddest Landscape	Skramz
The Smashing Pumpkins	Alternative Rock
The Smiths	Post-Punk
The Strokes	Indie Rock
The Stupid Stupid Henchmen	Punk Rock
The Suicide Machines	Punk Rock
The Tower & the Fool	Indie Rock
The Tower and The Fool	Indie Rock
The Tuss	Acid Techno
The Velvet Underground & Nico	Art Rock
The War on Drugs	Indie Rock
The Weakerthans	Indie Rock
The Weeknd	R&B
The White Stripes	Garage Rock
The Who	Rock
The Wonder Years	Pop Punk
The World Is a Beautiful Place & I Am No Longer Afraid to Die	Emo
Therefore I Am	Post-Hardcore
thestand4rd	Alternative Rap
They Might Be Giants	Alternative Rock
THEY.	R&B
This Will Destroy You	Post-Rock
Three 6 Mafia	Memphis Rap
Thrice	Post-Hardcore
thrown	Metalcore
Thursday	Post-Hardcore
Tierra Whack	Alternative Rap
Tigers Jaw	Emo
Tigers on Trains	Indie Folk
Tim Hecker	Ambient
Tiny Moving Parts	Emo
Tipper	Glitch Hop
Tired Radio	Orgcore
Title Fight	Emo
Titus Andronicus	Orgcore
Tobe Nwigwe	Southern Rap
Token	Alternative Rap
Tokyo	Non-English Rap
Tom Waits	Singer-Songwriter
Tony Yayo	Hardcore Hip Hop
Tool	Progressive Metal
Top5	Drill
Tory Lanez	Northern Rap	R&B	Trap
Touché Amoré	The Wave
Touché Amoré / La Dispute	The Wave
Townes Van Zandt	Country
Transplants	Punk Rock
Trap Dickey	Trap
Trap Them	Metalcore
Travis Scott	Trap
Trent Reznor / Atticus Ross	OST
Trent Reznor and Atticus Ross	OST
Trivium	Metalcore
Turnstile	Hardcore	Alternative Rock
TV on the Radio	Indie Rock
twisted teens	Alternative Rock
Ty Dolla $ign feat. The Weeknd, Wiz Khalifa & DJ Mustard	R&B
Tycho	Downtempo
Tyler, The Creator	Alternative Rap
Type O Negative	Metal
uamee	Hardbass
UGK	Southern Rap
Ugly Casanova	Indie Rock
Umbra Vitae	Metal
Uncle Murda	Hardcore Hip Hop
Underoath	Metalcore
Unknown T	Drill
Vampire Weekend	Indie Rock
Veeze	Trap
Vein.fm	Metalcore
Venetian Snares	Breakcore
Vex’d	Dubstep
Viagra Boys	Post-Punk
Viktor Vaughn	Abstract Hip Hop
Vince Staples	Alternative Rap	Gangsta Rap
Vince Staples & Larry Fisherman	Alternative Rap
Virtual Riot	Dubstep
Voltaire	Cabaret
Waka Flocka Flame	Trap
Walter Mitty and His Makeshift Orchestra	Folk Punk
Warren G	G-Funk
Wednesday	Shoegaze
Weezer	Emo
Westside Gunn	Mafioso Rap
Westside Gunn & Conway	Mafioso Rap
Westside Gunn, Conway the Machine, The Alchemist	Mafioso Rap
White Zombie	Industrial
Wiki	Boom Bap
Wilco	Indie Rock
William Bonney	Skramz
Wingnut Dishwashers Union	Folk Punk
Wormrot	Grindcore
Wounded Buffalo Beats feat. Ruste Juxx	Boom Bap
Wu‐Tang Clan	Hardcore Hip Hop
Wugazi	Alternative Rap
XS Project	Hardbass
XXXTENTACION	Trap Metal	Alternative Rap
Xzibit	Gangsta Rap
YBN Cordae	Alternative Rap
Ye	Midwest Rap
Yelawolf	Southern Rap
Yellowcard	Pop Punk
YG	Gangsta Rap
YG & Mozzy	Gangsta Rap
YNG Martyr	Trap
Yo La Tengo	Indie Rock
Young Buck	Southern Rap
Young Jeezy	Trap
Young Jeezy & DJ Drama	Trap
Young LS	UK Rap
Young Pappy	Drill
Young Thug	Trap
Young Thug, A$AP Ferg & Freddie Gibbs	Trap
Your Old Droog	Boom Bap
Yung Lean	Cloud Rap
Zach Bryan	Country
Zelooperz	Alternative Rap
Zeromancer	Industrial
Zomby	Dubstep	Electronic	Future Garage	IDM
Ólafur Arnalds	Neoclassical
Ólafur Arnalds & Nils Frahm	Neoclassical
μ‐Ziq	IDM
Скриптонит	Non-English Rap
